district,wall_type,street,price_per_sqm
Исторический центр,монолит,Улица_58,185.8
Окраины,кирпич,Улица_1,78.9
Исторический центр,панель,Улица_14,168.1
Центр,монолит,Улица_36,109.1
Центр,кирпич,Улица_19,134.4
Исторический центр,дерево,Улица_34,127.4
Окраины,панель,Улица_33,66.1
Окраины,кирпич,Улица_30,72.0
Исторический центр,панель,Улица_18,127.5
Исторический центр,кирпич,Улица_23,174.2
Центр,монолит,Улица_38,126.2
Исторический центр,монолит,Улица_53,173.8
Окраины,монолит,Улица_38,102.7
Исторический центр,дерево,Улица_16,125.0
Центр,монолит,Улица_18,136.7
Центр,панель,Улица_47,89.6
Центр,кирпич,Улица_34,133.0
Центр,панель,Улица_31,76.6
Центр,кирпич,Улица_46,149.8
Исторический центр,монолит,Улица_46,159.9
Исторический центр,панель,Улица_63,160.1
Исторический центр,кирпич,Улица_45,189.2
Исторический центр,кирпич,Улица_34,181.5
Центр,панель,Улица_16,89.9
Окраины,панель,Улица_41,40.0
Исторический центр,панель,Улица_28,169.8
Окраины,панель,Улица_16,51.0
Исторический центр,панель,Улица_13,139.7
Исторический центр,монолит,Улица_23,170.1
Окраины,кирпич,Улица_56,43.0
Центр,кирпич,Улица_49,105.9
Исторический центр,панель,Улица_56,158.5
Исторический центр,панель,Улица_60,130.1
Исторический центр,кирпич,Улица_38,190.1
Окраины,панель,Улица_54,40.4
Центр,кирпич,Улица_35,97.5
Окраины,панель,Улица_36,40.0
Окраины,панель,Улица_13,40.0
Центр,панель,Улица_26,106.7
Окраины,монолит,Улица_30,80.5
Центр,кирпич,Улица_43,119.3
Исторический центр,дерево,Улица_47,121.0
Центр,панель,Улица_56,102.2
Исторический центр,панель,Улица_21,187.6
Окраины,монолит,Улица_3,92.4
Окраины,монолит,Улица_45,120.6
Исторический центр,панель,Улица_58,165.4
Окраины,панель,Улица_33,50.7
Центр,кирпич,Улица_10,132.2
Исторический центр,кирпич,Улица_30,175.2
Окраины,панель,Улица_10,67.8
Исторический центр,кирпич,Улица_55,177.8
Центр,панель,Улица_37,105.1
Центр,кирпич,Улица_20,131.3
Окраины,монолит,Улица_9,81.5
Центр,монолит,Улица_25,112.0
Исторический центр,дерево,Улица_7,150.3
Центр,панель,Улица_7,122.8
Исторический центр,монолит,Улица_59,172.1
Исторический центр,монолит,Улица_33,152.7
Центр,панель,Улица_15,73.8
Окраины,кирпич,Улица_12,83.0
Центр,дерево,Улица_21,92.3
Исторический центр,панель,Улица_26,175.7
Исторический центр,панель,Улица_63,145.4
Центр,кирпич,Улица_1,131.8
Окраины,кирпич,Улица_25,76.1
Окраины,монолит,Улица_29,63.2
Исторический центр,панель,Улица_7,164.1
Исторический центр,кирпич,Улица_37,178.9
Окраины,кирпич,Улица_60,93.4
Центр,панель,Улица_64,140.4
Исторический центр,панель,Улица_45,187.5
Исторический центр,кирпич,Улица_42,158.7
Окраины,монолит,Улица_58,69.8
Центр,кирпич,Улица_45,154.5
Окраины,панель,Улица_34,40.2
Центр,монолит,Улица_38,141.7
Центр,кирпич,Улица_50,134.3
Центр,монолит,Улица_3,166.0
Исторический центр,монолит,Улица_50,148.5
Окраины,монолит,Улица_4,40.0
Окраины,кирпич,Улица_54,102.7
Центр,кирпич,Улица_19,140.9
Исторический центр,кирпич,Улица_23,163.4
Исторический центр,панель,Улица_35,120.9
Окраины,монолит,Улица_33,81.3
Исторический центр,монолит,Улица_53,187.6
Исторический центр,монолит,Улица_33,160.3
Центр,дерево,Улица_16,120.0
Исторический центр,монолит,Улица_4,108.5
Центр,кирпич,Улица_17,118.4
Окраины,кирпич,Улица_54,65.7
Исторический центр,монолит,Улица_52,204.4
Окраины,кирпич,Улица_49,100.0
Окраины,кирпич,Улица_44,54.8
Исторический центр,панель,Улица_12,137.7
Исторический центр,монолит,Улица_15,143.9
Окраины,кирпич,Улица_12,83.0
Исторический центр,монолит,Улица_19,171.7
Центр,монолит,Улица_46,133.5
Центр,панель,Улица_18,85.9
Исторический центр,кирпич,Улица_44,189.7
Окраины,кирпич,Улица_36,103.8
Исторический центр,монолит,Улица_53,192.9
Исторический центр,монолит,Улица_5,157.0
Окраины,монолит,Улица_13,62.8
Окраины,панель,Улица_3,45.8
Центр,кирпич,Улица_54,125.3
Окраины,кирпич,Улица_33,105.5
Центр,монолит,Улица_26,129.2
Окраины,кирпич,Улица_6,80.6
Исторический центр,кирпич,Улица_2,201.8
Центр,панель,Улица_46,120.1
Центр,кирпич,Улица_1,161.6
Центр,кирпич,Улица_24,117.1
Исторический центр,панель,Улица_59,166.1
Исторический центр,кирпич,Улица_23,173.2
