rating,cuisine_type,restaurant_name,avg_check,high_margin
Три звезды,русская,Фиш-н-чипс,671,0
Четыре звезды,итальянская,Такос-Амигос,1751,0
Пять звезд,итальянская,Рамен-тайм,165,0
Четыре звезды,фастфуд,Добрая столовая,2448,0
Четыре звезды,азиатская,Фалафельная,943,1
Три звезды,русская,Шаурма-Экспресс,509,0
Три звезды,русская,Быстро и вкусно,380,0
Четыре звезды,фастфуд,Кренделёк,2015,0
Пять звезд,итальянская,Кондитерская-Кофе,761,0
Четыре звезды,итальянская,Такос-Амигос,668,0
Четыре звезды,итальянская,Луковые кольца,633,0
Четыре звезды,русская,Фиш-н-чипс,2262,0
Четыре звезды,фастфуд,Лапшичная,2416,0
Две звезды,азиатская,Пицца-Прайм,1381,0
Четыре звезды,фастфуд,Сырная тарелка,325,0
Пять звезд,русская,Шаурма-Экспресс,1058,1
Три звезды,азиатская,Студенческая столовая,1598,0
Четыре звезды,итальянская,Лапшичная,1183,0
Три звезды,фастфуд,Пирожок на углу,915,1
Четыре звезды,фастфуд,Морс-бар,1080,0
Две звезды,русская,Деловой ланч,2106,0
Четыре звезды,фастфуд,Фиш-н-чипс,1137,0
Четыре звезды,азиатская,Горячий хлеб,165,0
Три звезды,фастфуд,Вегетарианский уголок,1720,1
Четыре звезды,русская,Морс-бар,2380,0
Четыре звезды,фастфуд,Студенческая столовая,1275,0
Пять звезд,азиатская,Борщ-меню,481,1
Три звезды,азиатская,Блинная №1,228,0
Три звезды,русская,Рамен-тайм,1968,0
Три звезды,итальянская,Вегетарианский уголок,1194,0
Пять звезд,русская,Рис и лапша,1190,1
Пять звезд,итальянская,Луковые кольца,1761,0
Четыре звезды,азиатская,Буррито-Кинг,581,0
Пять звезд,фастфуд,Бабушкины пирожки,1593,0
Четыре звезды,фастфуд,Мясной рай,2225,0
Четыре звезды,азиатская,Студенческая столовая,1198,0
Две звезды,русская,Сковородка,2500,0
Четыре звезды,фастфуд,Кулинария,762,0
Две звезды,русская,Русский аппетит,1991,0
Пять звезд,фастфуд,На углу,404,0
Четыре звезды,итальянская,Деловой ланч,421,0
Четыре звезды,фастфуд,Мороженое-Софт,711,0
Одна звезда,итальянская,Поварёшка,2196,0
Три звезды,фастфуд,Пекарня у дома,485,0
Три звезды,фастфуд,Мама-печёт,907,0
Три звезды,фастфуд,Халяль-гриль,357,0
Две звезды,фастфуд,Добрая столовая,184,0
Пять звезд,фастфуд,Быстро и вкусно,263,0
Четыре звезды,русская,Поварёшка,1205,0
Три звезды,итальянская,Кофе-Брейк,1070,0
Три звезды,итальянская,Трапеза,2112,0
Три звезды,фастфуд,Морс-бар,2353,0
Четыре звезды,русская,Том-ям-бар,983,0
Четыре звезды,русская,Мороженое-Софт,2036,0
Пять звезд,азиатская,Ларек с хот-догами,1078,0
Четыре звезды,азиатская,Горячий хлеб,1476,0
Пять звезд,русская,Студенческая столовая,1291,0
Пять звезд,азиатская,Том-ям-бар,2232,0
Три звезды,итальянская,Пончик-хаус,1493,0
Пять звезд,русская,Блинная №1,367,1
Две звезды,азиатская,Вегетарианский уголок,1441,0
Пять звезд,русская,Вок-Вок,2061,0
Три звезды,азиатская,Мороженое-Софт,1866,0
Пять звезд,русская,Рамен-тайм,2241,0
Пять звезд,фастфуд,Паста-Мания,1347,0
Пять звезд,итальянская,Буррито-Кинг,347,0
Четыре звезды,азиатская,Луковые кольца,1006,0
Три звезды,фастфуд,Мама-печёт,451,0
Две звезды,русская,Чайхана,2128,0
Три звезды,фастфуд,Пельмения,554,0
