time_on_site,pages_viewed,breed_page_viewed,calculator_used,device_type,age_of_pet,previous_claims,visit_month,policy_purchased
135,3,1,0,1,6,0,6,0
370,4,1,1,2,7,0,10,0
303,5,0,0,1,1,0,3,0
112,27,1,0,2,15,0,12,0
245,2,1,0,0,6,0,3,0
21,13,1,1,0,5,0,8,1
196,2,0,0,0,8,0,7,0
167,24,0,0,2,5,0,3,0
23,3,1,0,0,4,0,3,0
121,7,1,0,0,8,0,8,0
142,13,1,1,0,6,0,12,0
85,4,0,0,0,4,0,4,0
115,2,0,0,2,8,0,8,1
399,5,1,0,0,0,0,8,0
403,11,1,0,2,1,0,4,0
153,6,0,0,0,2,0,10,0
56,8,0,1,2,3,0,6,0
208,6,1,0,0,5,0,8,0
217,9,1,1,0,7,0,8,0
129,4,0,0,0,14,0,9,0
89,12,0,1,0,4,0,11,1
247,14,0,1,0,0,0,6,0
82,5,1,0,0,4,0,6,0
188,16,0,1,0,3,1,4,0
177,8,0,0,0,1,0,3,0
280,10,0,1,1,4,1,9,0
262,4,1,0,0,4,0,9,0
205,8,1,1,1,6,0,2,1
242,11,0,0,2,1,0,4,0
101,8,0,1,0,5,0,10,0
146,6,0,0,0,7,0,6,0
134,12,0,0,0,6,0,4,1
91,19,0,1,0,5,0,3,0
88,12,0,1,1,6,1,10,0
36,9,0,0,0,7,1,10,0
288,15,0,0,0,5,0,5,0
367,12,0,0,0,8,0,10,1
200,7,0,0,2,3,0,5,0
60,8,1,1,1,1,0,10,0
197,6,1,0,2,3,1,3,1
172,13,1,0,2,5,0,3,0
184,9,1,0,0,1,0,9,0
56,9,1,1,0,0,0,7,0
352,2,0,0,0,3,0,5,0
72,12,1,0,0,4,0,7,0
34,3,1,0,0,3,0,9,0
285,5,1,0,0,1,0,5,0
256,6,1,0,0,2,0,7,0
385,14,0,1,0,6,0,8,0
596,1,1,0,2,1,0,6,0
55,4,0,0,2,4,0,9,0
160,11,1,1,0,6,0,10,0
175,11,0,0,0,3,0,6,0
114,7,0,0,0,7,0,10,0
122,12,0,0,2,15,0,9,0
277,14,1,1,2,10,0,12,0
48,8,0,0,0,2,0,7,0
225,11,0,1,0,8,0,10,0
214,5,0,1,0,3,0,8,0
90,4,1,0,0,2,0,7,0
42,4,1,0,1,5,0,9,0
350,8,0,0,0,0,0,6,0
477,11,0,1,2,5,0,5,0
431,17,0,1,0,5,0,9,0
412,1,0,0,1,11,0,5,0
463,20,0,1,0,2,0,3,0
12,9,1,0,0,10,0,10,0
100,5,1,1,1,2,0,7,1
226,9,0,0,2,4,0,10,0
265,7,1,0,1,5,0,9,1
23,16,1,0,1,11,0,6,0
84,12,0,0,1,4,0,9,0
204,4,1,1,0,5,0,9,0
52,11,0,0,1,2,0,3,0
117,2,0,1,1,1,0,7,0
208,14,0,1,0,5,0,12,0
192,6,0,1,0,3,1,9,1
56,12,0,0,1,4,0,5,1
71,5,0,1,2,2,0,8,0
361,8,1,0,0,9,0,8,0
53,7,1,0,2,6,0,5,0
167,16,0,1,2,8,0,12,0
239,9,0,0,0,6,0,2,0
380,4,1,0,1,3,0,9,0
364,17,1,0,0,0,0,9,1
433,10,1,0,0,4,0,9,0
130,1,0,0,1,4,0,8,0
227,8,1,1,2,6,0,10,0
89,11,1,1,0,1,0,6,1
198,13,1,0,2,4,0,5,0
399,9,1,1,0,2,0,5,0
94,2,0,0,2,1,0,8,0
446,10,0,0,2,5,0,12,0
152,11,0,0,2,9,0,6,0
363,3,1,1,1,4,0,8,1
160,7,0,0,2,4,0,8,0
626,5,0,0,0,13,1,8,0
57,15,0,1,0,11,0,12,0
146,2,0,0,0,2,1,9,0
33,10,1,0,1,0,0,6,0
249,12,1,1,0,2,1,2,0
335,12,0,0,0,3,0,4,0
309,22,0,0,2,7,0,11,0
145,5,1,0,1,5,0,9,0
234,9,1,1,2,3,1,5,0
27,7,0,0,0,1,0,11,0
122,8,0,0,0,7,0,8,0
232,3,1,0,0,2,0,4,0
119,6,1,0,0,7,0,10,0
281,27,1,1,0,3,0,4,0
123,4,0,0,0,6,0,9,0
49,20,0,1,0,2,0,3,0
111,6,1,0,1,1,0,1,0
247,1,1,0,0,1,0,10,0
106,7,0,0,0,4,0,2,0
115,14,1,0,1,4,0,6,1
32,5,1,0,1,4,0,5,0
137,3,1,1,2,0,0,7,1
111,6,1,1,0,3,0,9,0
144,11,0,1,2,3,0,12,0
247,13,1,1,2,8,1,9,0
26,19,1,1,1,4,0,6,0
138,9,1,1,0,1,0,10,0
64,10,1,0,0,4,0,2,0
39,1,1,1,1,6,0,5,0
349,2,0,0,1,6,0,6,0
106,14,1,1,2,10,0,12,0
48,12,1,0,1,1,0,5,0
508,7,1,0,2,3,0,5,0
60,7,1,0,2,1,0,7,0
16,1,0,0,2,7,0,9,0
35,7,1,1,0,4,0,9,0
164,2,1,1,0,7,0,12,0
104,14,0,1,1,4,0,10,1
232,4,1,0,1,4,0,7,0
248,2,1,0,0,3,0,11,0
107,10,0,0,1,1,0,9,0
117,16,0,1,1,2,0,12,1
122,10,0,1,0,4,0,6,0
71,9,1,0,0,6,0,7,0
133,14,1,1,2,4,0,3,0
170,6,1,1,0,4,0,12,0
455,7,0,1,1,14,0,4,0
50,4,1,0,0,3,1,9,0
33,20,0,1,1,4,0,4,0
253,13,0,0,2,3,0,2,0
147,2,0,0,0,6,0,7,0
417,2,1,1,0,3,0,7,0
36,9,1,1,1,8,0,10,0
168,1,0,0,2,3,0,6,0
220,6,0,1,0,1,0,4,0
52,7,1,1,0,1,0,3,0
12,8,1,1,0,1,0,7,0
327,8,1,0,0,1,0,7,0
282,4,1,1,0,4,0,6,0
104,1,0,0,2,1,0,5,0
180,7,1,1,0,7,0,12,0
138,4,0,1,1,12,0,5,0
286,8,1,1,2,0,0,2,0
164,19,0,1,0,9,0,4,0
376,18,0,0,1,1,0,11,1
84,3,0,1,1,3,1,6,0
180,19,0,1,0,10,1,12,1
185,20,1,1,0,4,0,5,0
109,10,0,1,0,6,0,8,0
162,11,0,1,0,3,0,4,0
239,4,1,1,0,5,0,12,0
41,4,1,1,2,3,1,3,0
176,3,0,1,0,2,0,5,0
252,10,1,0,2,8,0,7,0
333,13,0,1,0,13,1,12,0
33,13,1,0,2,8,0,6,0
90,20,1,1,1,2,0,7,0
205,17,1,1,2,3,0,2,0
100,3,1,1,0,8,1,8,0
115,3,0,0,0,10,0,12,0
215,5,0,0,1,3,1,7,1
358,9,1,1,1,1,1,6,0
23,5,0,0,2,2,0,8,0
357,7,1,1,0,0,0,9,0
217,6,0,0,2,3,0,9,0
289,1,0,0,2,1,0,5,0
144,11,1,0,1,0,0,7,0
91,20,1,1,0,6,0,7,0
71,9,0,1,2,2,0,9,0
73,12,1,0,0,5,0,8,0
129,14,1,0,2,2,0,5,0
211,2,1,0,2,2,0,8,0
451,12,0,1,0,2,0,12,1
418,9,1,1,1,13,0,12,0
156,6,0,0,0,6,0,7,0
237,8,1,0,2,0,0,6,0
202,15,0,1,0,3,0,2,1
34,17,1,0,0,7,0,7,0
69,8,0,0,2,5,0,6,0
219,6,1,1,0,1,0,8,0
23,5,0,0,1,3,1,11,0
111,7,0,1,0,1,0,1,1
253,16,1,0,1,6,0,8,0
286,3,0,0,1,3,0,3,0
383,1,0,0,0,2,1,3,0
48,11,0,1,2,1,1,4,0
63,3,0,0,0,8,0,7,0
173,5,1,1,0,1,0,4,1
257,7,0,1,0,6,0,9,0
216,8,0,0,1,1,0,5,0
96,6,0,0,0,6,0,5,0
413,6,1,1,0,2,0,6,0
170,4,0,0,2,8,0,10,1
154,11,1,0,0,10,0,12,1
306,5,0,0,0,0,0,8,0
351,9,1,1,0,8,0,6,0
397,4,1,1,0,3,0,7,1
311,7,0,1,0,8,1,10,0
101,10,0,0,0,4,0,3,0
270,2,1,1,0,4,1,3,0
71,4,1,0,0,9,0,4,1
550,11,0,1,0,8,0,4,0
142,9,1,1,1,1,0,7,0
132,4,1,0,1,2,0,7,0
34,18,1,0,0,11,0,11,0
303,1,0,1,2,5,0,11,0
518,4,1,0,2,3,0,6,0
127,7,1,1,2,5,0,6,0
145,10,1,0,0,4,0,6,0
134,4,1,0,1,0,0,5,0
265,2,1,0,0,1,0,2,0
553,17,1,1,2,9,0,11,0
225,9,1,0,0,4,0,7,0
68,15,1,0,0,2,0,5,0
180,11,1,1,0,10,1,12,0
192,12,0,0,1,2,0,6,0
337,2,1,0,1,1,0,9,0
318,10,0,0,0,6,0,12,0
76,4,1,1,0,3,0,7,0
107,4,0,1,2,1,0,1,0
484,2,1,1,2,0,0,4,0
221,9,1,0,1,9,0,6,1
204,3,1,0,1,4,0,9,0
180,18,1,1,0,1,0,11,0
230,13,1,1,0,11,0,12,0
519,22,0,1,0,10,0,12,0
273,7,0,0,0,2,0,10,1
106,10,0,0,1,4,0,10,0
324,9,0,0,0,0,0,3,0
412,13,1,1,0,12,0,12,0
120,18,1,1,0,3,0,3,0
332,3,0,0,0,8,0,9,0
216,1,0,0,1,5,0,4,1
211,4,0,0,0,3,0,8,0
60,6,0,1,0,1,0,8,0
367,3,1,0,1,1,0,8,0
208,6,0,0,0,3,0,5,1
155,1,1,0,0,6,0,6,0
151,11,0,0,1,5,0,1,0
80,5,1,0,0,3,0,5,0
293,6,0,0,1,3,0,10,0
203,11,1,0,1,2,0,4,0
208,8,1,0,0,1,0,10,1
313,14,1,1,0,0,0,5,0
270,6,0,1,2,6,0,10,0
109,9,1,1,0,1,0,5,1
271,4,0,0,2,9,0,11,0
102,12,1,0,0,7,0,2,1
75,14,0,0,1,5,0,2,0
202,10,1,0,1,4,0,3,0
206,8,1,0,2,1,0,8,0
355,3,1,1,0,6,0,11,0
139,6,1,1,0,6,1,8,0
107,6,1,1,0,3,0,9,1
66,5,1,0,2,0,0,6,0
201,2,0,1,0,8,0,8,0
383,14,1,1,2,5,0,7,0
243,13,1,1,0,3,0,6,0
21,7,0,0,0,5,0,8,0
142,5,0,0,0,4,0,5,0
413,18,1,0,1,9,0,8,0
161,19,0,1,2,8,0,10,0
72,8,0,1,0,4,0,9,0
154,10,1,1,2,5,0,12,0
370,16,0,1,0,10,0,9,0
437,13,0,0,1,10,0,5,0
113,8,0,0,1,3,0,5,1
158,9,0,0,0,10,0,3,0
46,6,1,1,0,9,1,8,0
57,12,1,1,0,2,1,7,0
17,4,1,1,0,3,0,9,0
38,3,0,0,2,4,0,10,0
171,7,1,1,2,1,0,9,0
183,7,0,1,1,6,0,8,0
105,7,0,0,1,5,0,7,0
498,4,0,0,0,5,0,7,0
221,6,1,0,0,1,0,9,1
34,11,1,1,2,2,0,4,0
82,7,0,0,1,7,0,9,0
125,5,0,1,1,3,0,6,0
50,8,1,0,1,2,0,1,0
49,5,1,1,0,3,0,7,1
93,15,0,1,0,14,0,12,0
37,1,0,0,1,1,0,6,0
164,17,1,1,0,8,1,9,0
385,10,0,1,2,1,0,4,0
227,6,0,0,0,1,1,7,0
10,6,1,1,0,5,0,11,0
524,10,1,0,0,2,1,5,0
78,10,0,0,1,11,0,12,0
58,9,1,1,1,3,0,5,1
199,1,1,1,0,7,0,11,0
238,3,1,0,0,1,0,8,0
96,16,1,1,0,4,0,5,0
110,6,0,0,0,3,0,7,0
376,10,0,1,0,6,0,8,1
60,14,1,1,0,7,0,10,0
157,3,0,1,0,1,0,6,0
253,5,0,0,0,5,0,9,0
519,11,0,1,0,1,0,7,0
238,5,0,0,0,8,0,8,0
22,7,1,0,0,6,0,12,0
249,5,1,0,0,3,0,6,0
210,7,1,1,2,4,1,12,0
276,18,0,1,0,7,0,5,0
188,13,1,0,1,7,0,11,0
93,5,0,1,0,5,0,11,0
218,10,1,1,2,7,0,10,0
324,7,0,0,2,4,0,8,0
142,11,0,0,0,3,0,4,0
127,12,1,1,2,5,0,6,0
108,10,1,1,0,7,0,10,0
371,9,1,1,0,1,0,6,0
146,2,0,1,0,3,1,8,0
117,10,0,0,0,4,0,8,0
368,1,0,1,0,2,0,7,0
89,8,1,0,0,3,0,6,0
333,3,1,0,0,1,0,4,0
200,6,0,0,1,2,0,8,0
492,8,0,1,0,12,0,12,0
275,4,1,0,0,6,0,7,0
109,7,1,1,0,2,0,3,0
42,15,0,1,0,3,0,5,0
160,15,0,1,0,2,0,6,0
514,20,1,1,0,6,0,9,1
240,6,0,1,0,1,0,12,0
228,7,0,1,0,5,0,3,0
52,4,1,0,2,2,0,8,0
247,9,0,0,0,6,0,8,0
98,7,0,1,0,2,0,5,0
25,10,1,1,0,0,1,3,0
31,7,1,1,2,8,0,8,0
209,10,1,1,1,5,0,12,0
268,4,0,0,0,5,0,11,1
200,16,0,0,0,5,0,8,0
103,4,1,1,0,5,0,5,0
47,11,0,0,0,3,0,2,0
21,7,0,0,1,8,0,6,0
281,3,1,0,1,2,0,5,0
82,12,0,0,0,7,0,12,1
138,10,1,1,0,6,0,10,0
263,6,0,1,1,6,0,3,0
160,2,1,0,1,3,0,8,0
229,23,1,1,2,8,0,9,0
136,12,1,0,0,5,0,9,0
63,17,1,0,1,4,0,10,0
143,4,1,0,0,1,0,8,0
77,13,1,0,0,5,0,11,1
82,7,1,0,1,4,0,6,0
133,11,1,0,2,3,0,6,0
217,8,0,0,0,3,0,9,0
206,3,0,1,1,8,1,6,0
12,6,0,1,1,9,0,5,0
183,8,1,0,0,2,0,11,0
46,9,0,0,2,3,0,7,0
130,17,1,1,0,13,0,12,0
518,6,0,0,1,6,0,5,0
350,3,0,0,0,11,0,12,0
152,11,0,1,0,1,0,2,1
400,5,0,0,2,1,0,4,0
111,4,0,1,0,1,0,6,0
98,16,1,0,0,8,0,3,0
346,10,0,0,2,2,0,8,0
95,17,1,1,2,4,0,9,0
250,11,1,0,0,5,0,6,0
199,3,1,0,0,1,0,5,0
311,11,1,0,1,9,0,12,0
35,11,1,0,0,4,0,2,0
230,4,1,1,0,1,0,3,1
326,10,0,0,0,7,0,8,0
145,17,1,0,1,10,0,7,1
414,11,1,1,0,2,0,7,0
522,8,1,1,1,12,0,9,0
205,20,1,0,1,6,0,8,0
36,10,1,1,0,13,0,12,0
199,6,0,1,0,7,0,7,0
115,5,1,1,0,6,0,11,0
348,10,1,1,0,8,0,9,0
185,9,0,0,0,4,1,12,0
52,7,1,0,1,1,0,3,0
26,7,1,0,0,1,0,10,0
146,11,1,1,1,10,0,12,0
255,4,1,1,1,2,0,9,0
465,4,0,0,0,7,0,12,0
129,7,0,1,0,9,1,12,0
184,8,1,0,2,3,0,10,0
299,14,0,0,1,0,0,8,0
37,15,0,0,2,11,0,7,0
243,3,1,1,0,9,0,6,0
250,14,1,0,2,6,0,6,0
322,4,1,1,0,4,0,10,0
187,7,0,1,0,3,0,7,0
168,9,0,0,0,3,0,1,0
79,7,0,0,0,5,0,5,1
286,8,0,1,1,1,0,5,0
149,8,0,0,0,1,0,6,0
270,3,1,0,2,9,0,10,0
138,2,0,0,1,1,0,5,1
295,20,0,0,2,10,0,12,0
209,7,0,1,0,4,0,11,0
188,7,0,0,1,5,0,2,1
90,8,1,1,0,3,0,9,0
219,6,1,1,0,8,0,11,1
258,13,0,1,1,0,0,6,0
187,5,1,1,0,3,0,3,1
416,4,1,0,0,4,0,10,0
219,9,1,0,1,3,0,10,0
102,12,0,0,0,9,0,11,0
152,8,1,0,0,1,0,10,0
70,3,1,0,0,10,0,12,0
97,4,1,0,0,1,0,10,0
222,8,0,1,1,8,0,8,0
197,3,0,0,0,2,0,4,0
192,1,1,0,1,7,0,9,0
339,4,0,0,1,6,0,8,0
109,10,1,1,1,1,1,3,0
209,4,1,0,2,1,0,4,0
150,14,1,0,0,5,0,12,1
96,6,1,0,0,7,1,7,0
134,8,1,0,0,2,0,4,0
42,6,1,0,0,12,0,10,0
242,1,0,0,0,1,0,9,0
195,5,1,1,2,3,0,2,0
127,3,0,0,2,3,1,7,0
142,11,1,1,0,5,0,8,1
135,9,1,1,0,4,0,5,0
238,9,1,0,0,5,0,5,0
170,4,0,0,2,4,0,3,0
223,11,1,0,2,7,0,8,0
46,11,0,0,0,3,0,12,1
204,6,0,0,1,3,0,4,0
454,9,1,0,0,1,0,1,0
377,2,1,0,0,5,0,7,0
231,9,0,1,0,0,0,9,0
506,14,1,1,1,6,0,6,0
53,17,0,0,0,1,0,7,0
265,2,0,0,0,4,0,12,0
241,2,1,0,0,3,0,4,0
240,10,0,0,0,2,0,5,1
158,9,1,0,1,1,0,7,0
179,2,0,0,0,5,0,8,0
92,23,1,1,2,5,0,5,0
132,11,0,1,0,5,0,2,0
23,9,1,0,0,8,0,7,0
359,15,0,1,0,10,0,12,0
130,11,0,1,0,9,0,9,0
267,13,1,0,0,3,0,8,0
140,8,0,1,0,6,0,10,0
116,2,0,1,2,2,0,5,0
88,7,1,1,1,2,0,9,1
224,5,0,0,2,4,0,9,0
228,9,0,0,0,0,0,4,0
335,21,0,0,0,13,0,5,0
48,5,0,1,0,4,0,11,1
161,2,1,0,1,4,0,7,0
323,15,0,1,2,2,1,3,0
301,5,1,0,2,4,0,8,0
29,11,1,1,0,4,0,1,0
38,10,0,1,0,6,1,11,0
412,11,1,1,0,1,0,5,0
232,20,0,1,0,1,0,3,0
227,12,0,0,0,4,0,9,0
221,6,0,0,0,7,0,9,0
170,17,1,0,0,1,0,5,0
39,8,0,1,0,5,0,4,0
141,14,0,1,0,4,0,4,0
102,3,0,1,1,6,0,8,0
392,6,0,1,0,6,0,3,1
189,9,1,1,0,5,1,8,0
93,6,1,0,1,5,0,4,0
216,11,1,1,1,10,0,12,0
100,6,0,1,0,8,1,9,0
148,7,0,0,2,2,0,9,0
131,9,1,0,0,1,0,4,0
134,11,0,0,0,8,0,9,0
427,12,1,1,0,13,0,12,0
93,9,0,0,0,2,0,5,0
85,5,0,1,1,1,0,9,0
169,9,1,1,0,3,1,4,0
409,2,1,0,0,0,0,7,0
81,6,1,0,2,6,0,6,1
279,8,1,0,0,7,0,6,0
45,1,1,1,1,7,0,2,1
161,10,0,0,0,3,0,6,0
58,8,1,0,0,11,0,12,0
94,5,1,1,0,3,0,6,0
51,1,0,0,1,4,0,8,0
23,10,1,0,1,2,0,9,0
92,6,0,0,0,4,0,7,0
82,9,0,0,0,7,0,10,0
292,1,1,0,2,3,0,8,0
38,2,1,0,2,3,0,8,0
53,6,1,0,0,2,1,11,0
178,17,1,1,0,15,0,12,0
103,7,1,1,2,2,0,6,0
85,1,0,0,0,6,0,5,0
44,19,1,1,1,10,0,12,0
259,3,0,0,0,4,0,9,0
118,11,0,0,1,7,0,8,0
28,13,0,1,0,5,0,7,0
68,7,0,0,1,8,0,6,0
89,5,1,1,1,9,0,12,0
257,16,1,0,2,7,0,9,0
247,3,0,0,1,2,0,4,0
74,8,1,0,2,3,0,8,0
322,13,0,0,2,3,0,1,1
573,17,0,1,0,6,0,7,0
227,8,0,0,0,5,1,5,0
206,4,0,0,1,4,0,5,0
128,1,0,0,2,1,0,9,0
52,16,1,1,0,5,0,4,0
245,10,0,1,1,2,0,5,0
321,19,0,1,0,1,0,2,0
133,12,0,0,0,7,0,6,0
136,12,1,0,1,6,0,12,1
71,4,0,0,1,0,0,6,0
195,1,1,0,1,5,0,10,0
182,7,0,0,2,1,0,5,0
37,2,0,1,0,7,0,10,0
41,20,0,0,0,4,0,8,0
179,6,0,0,2,5,0,6,0
396,10,0,0,0,3,0,9,0
67,3,0,1,0,4,0,4,1
273,2,1,1,1,3,0,4,0
20,7,0,1,2,10,1,7,0
175,1,0,1,1,5,1,7,0
56,5,1,0,1,7,0,10,0
109,4,0,0,0,0,0,9,0
52,5,0,1,0,4,0,6,0
408,10,0,1,2,2,0,4,0
223,3,0,0,1,6,0,12,0
234,4,0,1,0,6,0,10,1
74,5,1,0,0,8,0,10,0
306,2,0,0,1,5,0,10,0
46,12,1,0,0,5,0,4,0
308,16,1,1,1,9,0,5,1
244,8,0,0,0,6,0,10,0
158,16,0,0,0,12,0,7,0
184,9,1,0,1,9,0,5,0
166,5,1,0,0,5,0,9,0
545,13,1,1,0,4,1,5,0
146,2,0,0,2,3,0,6,0
72,13,0,0,1,4,0,5,0
265,2,1,1,0,5,0,8,1
59,8,0,0,0,5,0,3,0
93,7,1,0,0,2,0,7,0
247,4,0,1,1,4,0,6,0
88,5,1,0,0,4,1,9,0
302,10,1,0,0,6,0,5,0
70,14,1,0,0,8,0,8,0
222,9,0,0,0,6,0,8,0
248,5,1,1,0,5,0,10,0
181,8,1,1,0,10,0,11,0
167,8,1,1,2,8,0,11,0
213,6,0,0,2,0,0,6,0
171,13,0,0,0,5,0,6,0
260,6,0,1,1,4,0,7,0
306,4,0,1,1,4,0,8,1
334,14,0,1,0,2,0,9,0
256,10,0,1,0,15,1,6,0
191,7,0,1,0,6,0,7,0
102,2,0,1,1,5,0,12,0
404,11,0,0,1,11,1,12,0
19,7,1,0,2,5,1,4,0
133,2,0,0,1,7,0,12,1
331,7,1,0,2,2,0,8,0
258,8,0,0,2,6,0,7,0
261,16,0,0,2,4,0,9,1
106,1,1,0,0,1,0,6,0
458,4,0,0,0,11,0,7,0
130,9,0,0,1,2,0,7,0
221,20,0,0,1,6,0,5,0
24,1,0,1,0,5,0,8,0
201,2,1,0,2,7,0,10,0
10,1,1,0,2,0,0,7,0
23,9,1,1,1,2,0,7,0
126,3,0,0,0,5,0,11,0
187,1,0,0,2,7,0,5,1
80,2,0,0,0,6,0,7,0
174,10,1,0,0,9,0,6,1
56,13,1,0,2,5,0,9,0
159,4,0,1,1,3,0,12,0
117,8,0,0,0,3,1,6,0
258,4,0,1,2,4,0,7,0
259,13,0,1,0,2,0,8,0
359,10,1,0,1,8,1,11,0
398,14,1,1,1,3,0,4,0
216,3,1,1,0,5,0,9,0
219,13,0,0,0,4,0,8,0
202,11,0,0,2,5,0,6,0
103,6,0,1,0,2,0,12,0
74,22,0,1,0,6,0,4,0
199,3,0,0,0,3,0,10,0
37,18,1,1,0,7,0,5,0
195,2,0,0,2,2,0,7,0
151,2,0,0,0,7,0,7,0
97,8,0,0,1,8,0,12,0
222,11,0,0,0,4,0,4,0
59,6,0,1,2,2,0,8,1
51,8,0,1,1,1,0,3,0
87,15,1,0,0,1,0,7,0
194,7,0,1,2,5,0,8,0
228,13,0,1,0,8,0,9,0
307,6,1,1,1,5,0,7,0
97,5,0,1,2,2,0,4,1
521,8,1,1,1,8,0,5,0
454,14,0,0,1,7,0,3,0
273,21,1,0,0,7,0,4,0
240,10,0,1,0,9,0,10,0
121,8,0,1,0,4,0,5,0
306,8,1,0,2,2,0,2,0
260,10,0,1,2,3,0,6,1
359,18,0,1,0,6,0,9,0
129,15,0,0,0,15,0,7,0
227,6,0,1,0,2,0,3,0
49,16,1,0,0,12,0,12,1
19,16,1,0,0,8,0,10,0
271,12,0,0,1,9,0,4,0
42,14,1,1,2,7,0,9,0
497,18,0,0,1,9,1,7,0
372,2,0,1,1,4,0,9,1
97,6,1,0,1,0,0,9,0
166,3,0,0,1,1,0,9,0
82,7,0,0,0,6,0,8,0
111,9,1,1,0,8,0,8,0
108,10,0,0,0,3,0,4,0
297,12,0,1,1,4,0,5,0
202,14,1,1,2,3,0,7,1
46,10,0,0,1,10,0,6,0
191,4,1,0,2,5,1,9,0
82,8,0,1,0,3,0,7,0
384,7,1,1,1,2,0,9,0
84,6,0,0,2,4,0,4,0
38,6,0,0,1,4,0,10,0
298,3,0,0,2,5,0,11,1
33,11,0,1,1,5,0,4,0
57,10,1,0,0,6,0,4,0
235,10,1,1,0,2,1,4,0
158,2,1,0,1,2,0,8,0
412,5,1,0,2,1,0,6,0
117,3,1,1,0,3,0,7,0
148,11,0,1,1,5,0,2,0
174,10,1,0,1,2,0,6,0
54,21,1,1,0,9,0,6,0
201,8,0,0,0,6,0,11,0
102,10,0,0,0,2,1,3,0
20,12,1,0,0,2,0,12,0
79,12,1,1,0,6,0,9,0
94,13,1,1,0,10,0,6,0
235,5,1,1,0,8,0,9,0
59,8,0,0,1,1,0,1,0
231,7,0,0,1,1,0,8,0
139,13,1,0,1,4,0,8,0
112,8,0,1,0,4,0,3,0
245,6,0,1,2,3,0,9,0
237,9,1,1,2,7,0,9,0
55,5,0,1,2,4,0,7,0
127,11,1,0,0,1,0,11,1
335,11,0,0,2,11,0,7,0
144,16,0,0,1,4,1,4,0
160,12,0,0,0,3,0,8,0
362,2,0,1,0,3,0,6,0
395,2,0,1,1,1,0,6,0
244,9,0,0,0,1,0,6,0
45,4,1,0,0,5,0,11,0
93,8,0,0,0,1,0,7,0
182,16,1,0,1,3,0,2,0
173,19,1,0,2,6,0,12,1
303,13,1,0,1,6,0,4,0
65,9,0,1,1,5,0,7,0
88,1,1,1,0,3,0,9,0
277,14,0,0,1,6,0,6,0
277,12,0,0,0,2,0,3,0
70,5,0,0,2,5,0,11,0
239,9,1,1,0,4,0,12,1
89,7,1,1,0,4,1,8,0
437,9,1,1,0,8,0,9,0
128,9,1,0,2,5,0,7,1
57,11,0,0,2,5,0,4,0
89,16,1,1,0,10,0,12,0
88,2,0,1,0,1,0,10,0
234,20,1,1,1,9,0,12,0
82,21,1,0,2,12,0,3,0
35,1,1,1,0,4,1,5,0
135,12,0,0,0,7,0,5,0
98,7,1,1,0,11,0,12,0
376,13,0,1,1,3,0,1,0
212,12,1,0,0,5,0,7,0
246,13,1,0,0,8,0,11,0
249,8,1,0,0,5,1,7,0
491,12,1,0,1,0,0,3,0
211,6,1,0,2,7,1,8,1
50,17,0,0,2,6,0,6,0
24,5,1,0,1,2,0,10,0
68,17,1,0,2,11,0,8,0
135,1,1,1,0,3,0,7,1
320,14,1,1,1,12,0,12,0
242,12,0,1,0,4,1,2,0
276,7,0,0,1,3,1,9,0
193,12,1,1,2,12,0,12,0
324,8,1,1,2,2,0,6,0
265,5,1,1,0,0,0,3,1
190,4,0,1,1,3,1,9,0
211,12,1,1,2,0,0,10,0
456,1,0,1,0,2,0,2,0
78,9,0,1,1,6,0,12,0
189,4,1,0,0,1,0,7,0
254,4,0,0,2,4,0,5,0
108,4,1,0,0,2,0,6,0
160,20,0,1,0,4,0,8,0
109,9,1,0,1,11,0,11,0
232,6,0,1,0,3,0,7,0
385,4,0,0,0,12,0,11,0
47,4,1,1,1,0,0,7,1
378,8,1,1,2,3,0,6,1
282,3,0,0,0,4,0,8,0
132,9,0,0,2,4,0,4,0
192,5,0,0,2,2,0,5,0
233,10,1,0,1,7,0,8,0
362,7,1,1,1,11,0,12,0
370,1,1,0,0,6,0,8,0
261,11,0,0,0,2,0,6,1
355,5,0,1,0,7,0,8,0
108,17,0,1,0,3,0,8,0
474,1,0,0,0,9,0,5,1
112,13,0,0,0,5,0,1,0
357,4,0,1,1,5,0,7,0
153,6,1,1,1,5,1,6,0
323,14,1,0,2,4,1,6,0
171,13,0,0,0,6,0,10,0
128,12,0,1,0,6,0,11,0
152,13,0,1,0,7,0,5,0
488,2,0,1,0,5,0,7,0
292,5,1,1,1,8,0,12,0
431,4,1,1,0,1,0,3,0
143,4,0,0,0,6,0,8,0
316,9,0,0,0,5,0,5,0
91,5,0,0,0,6,0,10,0
128,12,1,0,0,11,1,8,0
226,13,1,1,0,7,0,9,0
214,8,1,1,0,2,0,4,0
375,6,0,1,0,1,0,3,0
201,6,1,1,0,7,0,12,0
160,6,1,1,1,3,0,5,0
228,6,0,0,0,6,0,6,1
160,18,0,0,0,0,0,7,0
206,5,0,1,0,6,0,8,0
158,2,1,0,0,1,0,3,0
17,3,0,0,0,0,0,6,0
352,15,1,0,0,4,0,7,0
259,19,1,0,0,6,0,4,0
131,10,0,0,0,3,1,1,0
234,10,0,0,2,2,0,5,1
138,6,0,0,2,2,0,8,0
164,11,0,0,0,5,1,8,0
315,8,0,0,0,2,0,8,0
227,6,0,0,1,2,1,4,0
122,9,0,1,2,3,0,11,0
